id,nome,data_nascimento,cpf,cep,cidade,sigla_uf,pais,sexo,telefone,email,data_cadastro
f9caa7e0-5aaa-4fbb-841e-905a58879e8a,Theo da Rosa,1955-02-26,579.743.985-05,41242403,da Costa,PA,Brasil,M,(081) 1689 1933,57974398505@example.com.br,2025-06-15
17d4df6e-21d9-425d-8cfa-723e2e518526,Oliver Mendonça,1934-01-05,762.618.065-48,92970-035,Sousa dos Dourados,MS,Brasil,F,0500-007-9931,76261806548@example.com.br,2026-05-05
7c365d61-ff08-402d-9023-9129e24b71b8,Antonella Fonseca,1989-06-09,401.656.522-70,43771-421,Farias,AM,Brasil,M,+55 41 3320 6119,40165652270@example.com.br,2025-03-11
8097ba3d-1c8e-40c2-9bd6-7b2809793ecc,Rhavi Duarte,1982-07-13,105.879.196-18,65467825,Vasconcelos,MT,Brasil,F,0900 941 2142,10587919618@example.com.br,2026-01-15
a60fc046-31aa-4f26-b7f9-9a8d888fe45d,Ana Beatriz da Paz,1939-04-05,232.872.747-91,78458735,Azevedo,PA,Brasil,M,21 9830 1919,23287274791@example.com.br,2025-12-26
66ce1d3e-0158-49fa-a613-37511b82a59d,Cecília Cavalcanti,1999-05-22,398.410.147-36,29494278,Cassiano do Galho,MG,Brasil,M,+55 84 8460 2372,39841014736@example.com.br,2025-09-29
0c9fa3f2-c44c-491b-ac75-2fd35c77257f,Kaique Pacheco,1995-05-30,765.570.364-53,17231284,Rodrigues Grande,ES,Brasil,M,+55 81 6781 1645,76557036453@example.com.br,2025-06-11
03c5db53-db54-4d63-bcc5-fcfb1031eca2,Thomas da Cunha,1954-12-23,494.876.377-89,54353-162,Silveira Verde,AL,Brasil,M,+55 81 0038-9451,49487637789@example.com.br,2025-01-23
42e48872-6236-4d22-b057-4f47ee1a2599,Carolina Vargas,1927-08-25,452.081.630-51,21347-258,da Conceição da Mata,RR,Brasil,F,+55 (031) 0526 5456,45208163051@example.com.br,2024-11-20
e4bd73e4-0f7b-4b59-9884-a98b130d8501,Dr. João Pedro Sales,1946-07-21,477.532.328-34,24163077,Moura de Alves,SE,Brasil,F,11 3655 9956,47753232834@example.com.br,2024-10-04
178580e4-4158-4326-b765-f91c3458b39c,Eduardo Mendes,1947-04-12,628.435.246-72,02309924,Ribeiro,AC,Brasil,M,41 3075-2528,62843524672@example.com.br,2024-11-07
7677159c-7b1e-4dd9-a12a-7f92a99ec5cb,Caleb Sá,1932-09-27,007.114.566-60,96620-465,Jesus,PB,Brasil,M,+55 21 0375 5202,00711456660@example.com.br,2024-09-16
9dd151d1-a17a-4e0a-bcd9-06c25e16b572,Luigi Peixoto,1999-06-10,661.790.593-22,50678-347,Castro,PR,Brasil,F,21 7983-1139,66179059322@example.com.br,2024-10-29
bbd44e32-4f4a-4f40-bbaa-a4ee0306c418,Melina Sá,1927-06-23,600.264.565-84,36211-753,Pacheco,AP,Brasil,M,31 0881-3118,60026456584@example.com.br,2025-08-18
9ac5ae90-2637-466c-815d-c5a91e6b9593,Ravi Rocha,1932-09-24,825.936.846-25,98384841,da Costa,ES,Brasil,M,+55 71 8346-3968,82593684625@example.com.br,2026-03-08
e9c7bc01-7eec-46f4-bf5b-d5317494bd2f,Sophia Cardoso,1976-11-18,291.410.519-03,57777589,Souza,PB,Brasil,M,+55 51 0115 3420,29141051903@example.com.br,2025-11-26
821e940b-277e-43fe-8674-b71ef683e72b,Giovanna Montenegro,1942-12-18,852.304.895-40,16257855,Pimenta,ES,Brasil,M,(011) 2951-6689,85230489540@example.com.br,2025-12-29
ad26b17e-9930-4bd9-8820-cbe6c797f9bb,Mathias Araújo,1984-10-31,617.076.771-11,69984-243,Moreira de Goiás,PR,Brasil,M,31 9761 3341,61707677111@example.com.br,2024-10-05
16985cde-5721-4e50-9823-9b2907f9f8be,Srta. Sabrina Campos,1965-01-31,943.670.110-28,11944127,Alves de Minas,AL,Brasil,F,(084) 0607-7200,94367011028@example.com.br,2025-10-03
9053e4d0-0ed7-47bc-8833-8c9864f08ec0,Ana Carolina da Mota,1977-07-25,465.540.628-44,94128228,Lima do Galho,AM,Brasil,M,81 4835-4038,46554062844@example.com.br,2026-01-02
99714815-24b1-44db-80f7-2c14ea59a17c,Maria Julia Brito,1961-04-28,887.610.877-65,02895-419,Rocha,RS,Brasil,F,+55 31 5098 8286,88761087765@example.com.br,2024-10-17
8e7ad436-3779-464a-a07b-b53b7ea6993d,Sara Leão,1998-10-10,656.735.794-16,35093703,Vieira,SP,Brasil,M,0300-243-8959,65673579416@example.com.br,2025-01-17
44e719c9-2d85-492a-9b65-3cf8e9993e99,Sr. Ravy da Cruz,1944-05-25,648.661.814-69,79528735,Dias,RS,Brasil,F,+55 31 4793-5383,64866181469@example.com.br,2025-10-02
1d8d45af-e185-41f2-a596-9ba4e539d7f3,Dr. Vinícius da Mota,2001-06-16,693.082.309-16,35557-892,Rios Verde,MG,Brasil,M,84 4123-4242,69308230916@example.com.br,2024-10-09
699a7fc6-e161-4111-905d-372c3113c312,Brenda Câmara,1952-07-28,585.183.426-96,52428-165,Nunes,SP,Brasil,M,+55 (031) 4439-7561,58518342696@example.com.br,2024-06-15
2faadb2d-d701-4e03-9f47-e374a0151039,Sophie da Paz,1944-06-30,974.396.997-76,77003-047,Rezende do Galho,AC,Brasil,F,(041) 2239-7713,97439699776@example.com.br,2026-03-05
661f3e02-2001-4f20-a5de-7194dbdd54ec,Sarah Pacheco,1998-05-17,396.775.427-18,97643738,Siqueira,PR,Brasil,F,81 7996-1454,39677542718@example.com.br,2025-01-04
72f508b4-affb-489e-b7dc-195f68953098,Enzo Gabriel Costela,1999-07-07,658.448.663-05,46584-767,Fonseca de Goiás,RR,Brasil,M,0800-471-0053,65844866305@example.com.br,2026-03-11
2b9ac907-2abe-4a10-9aed-9b52ae061d78,Lucas Gabriel da Conceição,1946-02-22,730.713.608-08,79847065,das Neves,AL,Brasil,M,61 6080 6170,73071360808@example.com.br,2026-03-25
29aada78-f82a-4a54-ba01-0f78a3abde51,Apollo Mendonça,1993-05-21,591.722.922-22,40563-307,Garcia do Campo,PE,Brasil,F,11 9947 2570,59172292222@example.com.br,2025-12-22
a38d5517-290c-49c4-bd43-4173b3fa8a5e,Liam Moura,1998-09-21,450.330.673-16,43290973,Barbosa do Campo,PR,Brasil,F,31 3251 8904,45033067316@example.com.br,2025-12-04
9c9737b3-66a9-4e73-adcd-c00acf07d464,Matheus Mendonça,1930-11-08,201.281.035-18,09918970,Oliveira da Mata,RR,Brasil,F,(051) 3763-2459,20128103518@example.com.br,2025-10-12
13e799b9-ee74-4b0e-a739-0bc052ffac97,Vitor da Mata,2001-07-04,082.084.544-60,56960124,Guerra da Prata,CE,Brasil,F,0300-521-0604,08208454460@example.com.br,2024-12-23
52d2c180-66c7-438d-a4a4-26ade5bb1133,Murilo Garcia,1936-09-03,602.385.219-42,47959-954,Leão do Norte,PR,Brasil,F,+55 (031) 4784 0171,60238521942@example.com.br,2024-11-03
0b59ff19-b2ad-4366-abf9-6ef4098c06ce,Rhavi Silveira,1939-07-05,016.040.922-56,43509396,Moreira do Sul,RN,Brasil,M,(041) 1681 9895,01604092256@example.com.br,2024-08-03
c69284dc-4e84-4e55-87ed-49d5909b884d,Dr. Luiz Felipe Rezende,1998-03-16,355.604.812-88,27997-947,Freitas da Mata,RR,Brasil,F,0900-397-9126,35560481288@example.com.br,2025-11-22
617216a4-3bbc-4fc7-886a-225b45c7f6de,Thomas Dias,1973-03-10,748.506.937-92,15563-017,Lopes,MS,Brasil,M,+55 31 1286 7434,74850693792@example.com.br,2025-01-10
7e31d026-6042-4fe1-9b70-f73cee13da84,Dr. Theodoro Mendonça,1972-06-14,413.695.777-27,61470-113,Brito,AC,Brasil,M,+55 51 6315 8144,41369577727@example.com.br,2024-10-16
c422e6c3-0135-4c25-911d-64320e3f65d8,João Felipe Freitas,1974-05-27,333.576.175-57,71482-322,da Mata da Praia,RN,Brasil,F,+55 11 2392 0982,33357617557@example.com.br,2025-07-07
dfc03510-abeb-46ec-b64c-b277b4ef2564,João Gabriel da Rosa,1958-09-06,655.445.451-40,37015432,Ferreira Paulista,ES,Brasil,F,+55 (051) 8402-8657,65544545140@example.com.br,2024-10-08
fc25e29b-5af1-4cbb-b0b0-270087eee13a,Larissa Brito,1948-06-20,937.576.314-42,08004849,Pinto de Melo,CE,Brasil,F,+55 (071) 7443-5894,93757631442@example.com.br,2024-09-08
acb3dc2d-b891-447a-b0e6-46d28b896d87,Luiza Cardoso,1999-04-16,325.805.834-31,68606109,Oliveira,PI,Brasil,F,+55 (021) 9756 5366,32580583431@example.com.br,2025-08-28
8081bd73-e771-494c-bcf2-9fa1aa76742c,Otávio Albuquerque,1950-01-02,005.705.127-36,55533979,Leão,RJ,Brasil,M,+55 81 3384 4574,00570512736@example.com.br,2025-08-14
9049d19a-0262-4282-945d-26164b9fde49,Ian Pires,1960-02-13,237.552.529-39,43497078,Guerra da Prata,RN,Brasil,F,+55 31 1955-6844,23755252939@example.com.br,2026-05-14
85fa0a0c-6f27-4c67-9e64-5f9de4d70847,Thiago Camargo,1991-07-17,025.119.940-04,90832-569,Andrade,PI,Brasil,M,+55 71 2942-9097,02511994004@example.com.br,2025-01-19
b3ae5dc9-3ebb-4589-a6f8-5bdd571f04a7,Dante Lima,1943-05-25,747.245.267-92,79798-161,Monteiro,RS,Brasil,F,+55 (041) 3509-9431,74724526792@example.com.br,2026-03-07
933c6e93-c109-4cfb-b21c-5db653f731f4,Igor Borges,1991-06-04,732.652.825-53,95912414,Porto,RS,Brasil,F,(031) 5756 5907,73265282553@example.com.br,2024-08-05
c4e548fd-72bb-444d-9977-233ed3a97e13,Amanda Leão,1927-05-28,462.263.347-02,26182329,Santos,RJ,Brasil,M,(011) 6054 5509,46226334702@example.com.br,2025-02-01
abd583a2-40dc-445b-8ad8-212601e1b306,Helena Câmara,1937-09-01,626.588.361-72,85099675,da Costa da Serra,AP,Brasil,M,71 5477-3167,62658836172@example.com.br,2026-04-22
2c1e268d-d89b-419c-84ec-6d1282aa4d7f,Dr. Dom Fonseca,1933-07-08,296.530.802-53,88692-252,Nunes,PB,Brasil,M,+55 (031) 4232 2082,29653080253@example.com.br,2024-10-18
ef8b9523-3f21-463c-aa51-31a214eeae46,Manuela Lopes,1975-12-11,072.325.488-74,27359808,Guerra,ES,Brasil,F,+55 21 8901-8112,07232548874@example.com.br,2025-04-25
a7a4e2c4-c400-46cf-bd99-d1a49439472c,Matteo Câmara,1951-04-05,604.014.325-88,20101-489,Silva da Praia,CE,Brasil,F,51 5965 3863,60401432588@example.com.br,2024-08-20
8ce75632-201d-4c25-a855-6bb59e61236f,Lucas Gabriel Melo,1955-02-22,398.242.793-59,50341-859,Ferreira,MA,Brasil,M,+55 41 4066 2204,39824279359@example.com.br,2024-09-25
aa8090b6-407c-41aa-b02e-ec6e77acb98a,Breno da Cruz,1990-11-24,733.503.569-14,75151-398,Fogaça da Prata,RN,Brasil,F,+55 51 6738 2226,73350356914@example.com.br,2024-12-06
9bff862c-7798-4218-9b2e-c36dc9a324a2,Thomas Fogaça,1980-01-13,456.295.706-75,41739-892,da Rosa,SP,Brasil,F,0500-930-8996,45629570675@example.com.br,2025-01-07
bdaa2361-b4f2-4db6-b3f9-cd4a6e1df916,Yasmin Lopes,1961-04-13,562.509.764-21,84703-233,Andrade das Flores,ES,Brasil,F,0500 948 8097,56250976421@example.com.br,2026-05-03
f6f3f639-176b-46be-898d-ea11a0fd0156,Sr. Otávio Jesus,2000-04-01,099.407.437-32,49503590,Novais,PA,Brasil,M,(084) 0834-3984,09940743732@example.com.br,2026-02-18
b319be89-cff2-40dd-a29e-c760106bbcc3,Davi Lucca Andrade,1976-11-01,927.461.679-37,78218558,da Mata,RJ,Brasil,F,+55 41 6548 2602,92746167937@example.com.br,2024-09-14
b02fdf78-255f-4450-8d6e-5cf7b181d98c,Rael Peixoto,1943-01-13,003.106.763-13,95484-027,Farias,PB,Brasil,M,21 5901 0426,00310676313@example.com.br,2025-10-06
c8dde442-3ebb-4188-9acf-913906f96e0b,Daniel Rocha,1947-04-30,310.274.904-12,18960962,Araújo do Norte,RJ,Brasil,F,+55 (081) 0388-6114,31027490412@example.com.br,2024-10-25
9b66f101-8690-40aa-ab2d-053b75e463a9,Oliver Cassiano,1954-05-14,914.572.296-99,19545434,Araújo Grande,MT,Brasil,F,(084) 7378 4068,91457229699@example.com.br,2026-03-06
17749fa9-7789-4f7b-9db6-a292710fb9e0,Luiz Miguel da Costa,1979-04-01,472.270.433-04,24589-103,Cavalcanti,DF,Brasil,F,+55 21 5005 4959,47227043304@example.com.br,2025-09-09
f7e42598-f6ea-4c3c-9f0b-922946930060,Paulo Melo,2002-09-14,467.771.122-91,44104-822,Almeida da Prata,PR,Brasil,F,84 6947-6106,46777112291@example.com.br,2024-07-30
c2e5568f-9aaf-4b5e-bd48-79b7c0cfa8e3,Dr. Heitor Caldeira,1993-12-03,170.855.094-33,00831-834,Ramos,TO,Brasil,F,(071) 2486 6240,17085509433@example.com.br,2026-01-04
13a98077-f4a2-4ff3-b6a9-320428e61747,Isabela Sales,1951-04-08,287.572.228-79,20683-326,Nascimento,SE,Brasil,F,(051) 6106-5647,28757222879@example.com.br,2024-10-27
caff80ab-4c06-42dd-88e7-07d6307719d5,Srta. Lavínia Fernandes,1966-01-27,947.131.255-31,38124212,Mendes Paulista,GO,Brasil,F,+55 (011) 7251 4482,94713125531@example.com.br,2024-07-27
336dde99-367b-4f99-a3c2-2e345917dbfc,Isadora da Paz,1956-09-06,490.669.700-71,20155472,Cavalcante da Prata,AC,Brasil,F,+55 71 5346 3637,49066970071@example.com.br,2025-02-26
d9d2d9f5-65d3-46cb-9d8b-94713d1f26f0,Davi Gonçalves,1988-10-27,026.549.503-05,24400723,Mendes,GO,Brasil,F,+55 41 5370 2200,02654950305@example.com.br,2024-10-19
40bfd801-a3e8-41ac-8e3d-3811fcc7fa3e,Gabriela Souza,1957-12-24,340.672.704-70,39741116,Lima do Campo,TO,Brasil,F,11 7485-3976,34067270470@example.com.br,2025-09-17
1f349987-251c-4059-99af-059929de1750,Dr. João Lucas Pastor,1983-07-02,213.576.650-87,38393999,Aragão,PA,Brasil,M,(051) 5516 3287,21357665087@example.com.br,2026-03-11
6846f3eb-a6c6-4f28-91a3-b10da2242761,Maria Flor Souza,1947-06-01,112.821.414-15,10976-629,Sá,SE,Brasil,M,+55 (084) 3586-8440,11282141415@example.com.br,2026-04-30
2e922239-afaa-4859-a0ea-41f253cd1870,Sophia Cassiano,1996-09-15,056.970.143-42,05712722,Costa,DF,Brasil,M,+55 (021) 3100 6555,05697014342@example.com.br,2025-04-02
2c291769-4af6-4e16-b553-4463a1c3a683,Srta. Eloah Gomes,1947-08-19,126.486.516-11,25784-487,Alves das Flores,AC,Brasil,M,84 0613-2004,12648651611@example.com.br,2024-06-12
5ea0e734-4c00-48a9-be48-d223ef7a2cb6,Sr. Henry da Luz,1965-10-16,135.444.011-39,43208618,Cavalcanti do Campo,MA,Brasil,M,+55 84 7582-4983,13544401139@example.com.br,2026-01-26
552d8e9a-460f-48ef-ba3c-043ce0717ff9,Melissa Moraes,1961-09-05,275.725.435-07,19465-536,Pacheco,RJ,Brasil,F,+55 (011) 4371-8249,27572543507@example.com.br,2026-02-23
3280b4e7-1f29-476f-b173-4e4ab27a4a99,Ryan Costela,1951-12-29,490.697.600-75,67378214,Cardoso,RS,Brasil,F,+55 21 1557 1251,49069760075@example.com.br,2025-11-23
d06dccd9-9361-48dd-a00a-90ff97c57521,Luiz Henrique Marques,1957-04-04,803.861.766-94,19390-935,Jesus da Mata,RO,Brasil,F,0900 020 1036,80386176694@example.com.br,2025-10-20
c46bbb69-9eaa-4af5-b801-5d63415da9fc,Dra. Mirella Pires,1966-07-24,606.591.636-77,01523188,Mendes,TO,Brasil,F,51 3764 7375,60659163677@example.com.br,2025-11-08
9b80f4a3-a526-496b-a269-4365b3489e25,Vitória Moreira,1991-01-28,046.405.708-25,23617-615,da Rocha,RS,Brasil,M,+55 51 1167 2030,04640570825@example.com.br,2025-04-14
7ae70f4a-90f0-41f0-8141-3a80907a0977,Samuel Pinto,1951-09-07,241.669.755-79,38199589,Azevedo do Oeste,SP,Brasil,F,(061) 3368 1851,24166975579@example.com.br,2024-08-31
e7ea1792-0e92-4223-88c5-cb5ec7b39c49,Enzo Gabriel Gonçalves,2005-10-05,563.231.213-68,33132-504,Barbosa de da Conceição,SE,Brasil,M,31 4094-5217,56323121368@example.com.br,2026-01-07
a87a3494-3703-47a4-b442-8b49920cec7e,Cecília Vieira,1966-08-07,522.639.634-04,53726-258,Porto,ES,Brasil,F,+55 (081) 5737-4784,52263963404@example.com.br,2025-02-25
1fb8542f-ab5e-4460-a812-9e77499ce1a0,Sr. Luiz Henrique Machado,1963-12-12,024.819.399-93,07763-820,Gonçalves de Fonseca,PB,Brasil,M,+55 (071) 7475-3377,02481939993@example.com.br,2025-06-07
214a3b96-e01b-41d8-a9d3-f60faf161f51,Dr. Eduardo Correia,1943-11-06,852.640.117-72,09109995,Vieira da Mata,RR,Brasil,F,+55 11 9511 7639,85264011772@example.com.br,2026-04-22
5725bc22-479d-4d8c-8845-a61f489a9001,Rafaela Azevedo,1944-01-02,223.140.172-62,54260300,Azevedo,PA,Brasil,M,(011) 8819 5364,22314017262@example.com.br,2025-02-17
ebc354c7-4806-47c9-ad87-18a6735681df,Daniela Ribeiro,1939-10-28,514.177.310-48,88429-716,Nunes de Mendes,RO,Brasil,F,+55 (084) 7632 5357,51417731048@example.com.br,2025-05-29
903e36be-3af5-4794-b6d5-1604639b02c1,Melissa Sá,1979-01-10,386.413.960-98,41445-549,Nogueira,GO,Brasil,F,(011) 7253-5232,38641396098@example.com.br,2025-10-13
3b1b3add-2470-41cd-a399-547ff28fa3a4,Kaique Fernandes,1967-03-29,325.548.751-85,71073129,Moraes,SP,Brasil,M,+55 71 2187-6349,32554875185@example.com.br,2025-09-06
8e2d1a4c-ee47-403e-901e-5ec8d36fe383,Oliver Ramos,1945-03-25,649.664.441-81,65055277,Gonçalves da Mata,PE,Brasil,M,(084) 6519 4915,64966444181@example.com.br,2025-01-14
257274b8-fb62-4a9e-82fe-4a8dde2b0d17,Maria Cecília Machado,1928-07-02,488.896.999-39,68420-831,da Cunha Alegre,MT,Brasil,F,(041) 5027-7127,48889699939@example.com.br,2024-06-20
8e104d99-ecee-49be-a384-871d9f8045c1,Maria Julia Nunes,1972-06-22,121.673.451-92,22060-924,Mendes da Mata,PE,Brasil,F,31 2345-8724,12167345192@example.com.br,2025-07-07
4541d2ac-2920-4a22-aa7a-ecb7c9562257,Sra. Maya Peixoto,1959-10-10,315.013.630-14,86002228,Caldeira do Sul,BA,Brasil,M,(031) 1283-0455,31501363014@example.com.br,2025-09-15
2553074a-017c-46bf-a7c4-5d7921c04e01,Vitor Hugo da Conceição,1976-10-12,421.290.238-88,34791193,Rocha,AC,Brasil,M,+55 (041) 7197-5667,42129023888@example.com.br,2025-09-26
55fe446c-18ca-4016-a971-a5be4b8db6eb,Theodoro Nunes,1944-03-29,284.558.467-76,85865339,Nogueira,RN,Brasil,F,(031) 9363-0894,28455846776@example.com.br,2024-11-17
a3182e41-c046-4a6f-8ac6-2f3ab1d81876,Dr. Lorenzo Pacheco,1972-11-29,424.922.705-53,04757382,da Costa dos Dourados,PB,Brasil,M,+55 (031) 6492-3730,42492270553@example.com.br,2025-11-09
6cb6c40d-2dfd-420d-b5d7-7385e9dafe60,Fernando da Costa,1946-11-30,337.537.112-09,62634369,Jesus de Costela,ES,Brasil,F,(031) 2905-7635,33753711209@example.com.br,2025-04-06
67af4f8f-c28a-47a2-a126-ea7ec9b4db38,Luísa Moura,1962-07-20,069.959.345-73,55045-491,Costa de Gomes,DF,Brasil,M,+55 81 3873 6245,06995934573@example.com.br,2024-09-12
17d797de-cb59-4638-b79a-fdd74a495f44,Camila Rios,2005-11-06,244.827.243-38,12031-836,Montenegro,GO,Brasil,F,(084) 5368-4250,24482724338@example.com.br,2025-10-16
9ed3bd9f-7caa-42c5-a2a9-d80940eddc5a,Igor Moura,1934-01-14,286.367.276-44,80602-131,Câmara do Sul,SP,Brasil,M,+55 21 0698-9390,28636727644@example.com.br,2025-05-02
35118055-5a1a-4805-9635-717881bf7027,Helena Novaes,1972-05-05,691.843.262-73,06314824,Carvalho de da Mota,MG,Brasil,F,+55 41 0409-5366,69184326273@example.com.br,2026-02-09
e7161934-56cc-4ea5-b2a3-efcef19665d6,Maria Júlia Moraes,1979-10-05,780.192.999-49,70729-836,Novais,AM,Brasil,M,+55 (041) 6670 1756,78019299949@example.com.br,2024-12-28
da8f070d-c494-4d36-b97b-71aa7973bd8b,Mariah Cassiano,1974-04-03,657.159.662-43,13255-805,Pacheco da Prata,MA,Brasil,M,+55 (051) 8380 4307,65715966243@example.com.br,2025-07-13
5342e55f-e28c-45a2-8d55-a3c4e34fa23b,Luiza Marques,1998-02-14,956.794.306-56,38350-515,Viana,SC,Brasil,M,+55 (071) 2065-5111,95679430656@example.com.br,2026-03-26
5995c8bd-515e-4d41-a393-c6fd26dfe58d,Davi Nascimento,2001-06-11,460.205.414-24,49581667,Cassiano de Nascimento,PB,Brasil,M,11 4018 2739,46020541424@example.com.br,2025-10-04
48107973-08de-4f96-bb3f-b1641b8408c1,Valentina Alves,1943-04-17,215.972.425-66,77761602,Moreira do Sul,RJ,Brasil,M,(051) 5225-5727,21597242566@example.com.br,2025-02-27
7fd0591a-19d3-4f20-a4e8-de05516d71c5,Sra. Laís da Mata,1993-10-13,179.678.559-54,89864-857,Ferreira do Oeste,PR,Brasil,F,0800 770 6324,17967855954@example.com.br,2026-04-20
7ba382ee-03bd-48e1-a57d-4ec0a168da26,Caio Azevedo,1958-03-07,293.289.912-73,07637-668,Ferreira,PB,Brasil,M,(011) 9984 7685,29328991273@example.com.br,2026-02-27
6fcb29f7-21fd-4799-97f9-a3bc5f2bf50b,Sra. Luna Moraes,1960-02-28,230.964.025-64,03780027,Correia de Goiás,ES,Brasil,F,+55 21 9591-1780,23096402564@example.com.br,2025-01-20
5f789397-5ef3-499a-80c2-2b53beb9475a,Ísis Sousa,1943-05-06,251.290.914-82,85255087,Nunes Grande,RO,Brasil,M,+55 31 5149-1736,25129091482@example.com.br,2026-03-25
2808b60b-11a2-40d6-b698-8c2ca0627302,Theodoro Martins,2002-01-27,664.096.615-16,01193-593,Vargas do Galho,MA,Brasil,M,71 0200 9801,66409661516@example.com.br,2025-03-27
8753d0e7-41e8-480a-8abb-98484f152809,Sr. Matheus da Paz,1974-12-15,270.340.329-80,26658-985,Martins,SE,Brasil,F,+55 41 0551 6350,27034032980@example.com.br,2025-10-16
ab3f8527-e8e8-4f29-9039-2dd664a703c6,Theo Moreira,1994-01-08,413.818.908-27,44586270,da Paz,SC,Brasil,F,+55 21 6187 2170,41381890827@example.com.br,2025-04-30
48beb89b-b0f1-4055-8ae7-62ad9a785b26,Bruno Brito,1952-08-09,924.770.240-80,45372-397,Costela,SE,Brasil,F,(061) 2128-3896,92477024080@example.com.br,2024-11-24
d132aaf3-641a-4582-b805-5588f620b41b,Júlia Santos,1983-06-20,087.075.211-64,38357374,Mendes,RR,Brasil,M,31 5638 7494,08707521164@example.com.br,2026-03-02
a44dc945-4499-4f00-9ccc-8d236d510f16,Cecilia Novaes,1941-11-28,781.367.017-06,59478-186,Vasconcelos de Goiás,AC,Brasil,M,+55 31 7862 0113,78136701706@example.com.br,2024-10-17
3aba6373-a4be-461e-a7b0-657d0bdf7eb6,Otto Dias,1977-02-04,198.619.899-01,11261-960,Rezende,PE,Brasil,F,(081) 3323 2368,19861989901@example.com.br,2025-03-01
36f18d97-75ac-43b3-9ff8-79ce762c7a03,Henry Costa,1998-02-19,750.211.906-71,16681160,Fernandes das Pedras,RJ,Brasil,M,0300-854-4982,75021190671@example.com.br,2025-12-30
ac3c56df-67e5-4752-967d-6a2240fe195c,Gael da Rosa,1973-11-30,116.537.727-63,87661-179,Ferreira de da Mata,PB,Brasil,M,0800 216 4331,11653772763@example.com.br,2026-01-06
d5493513-bf40-489e-9d73-183608a8e577,Beatriz Novaes,1999-07-10,819.388.014-87,47853-367,da Conceição,CE,Brasil,F,(081) 7205 3410,81938801487@example.com.br,2026-01-29
d48049b6-2f32-451b-9ddb-0e73c596e2b7,João Gabriel Vargas,2003-03-07,327.625.881-05,43665184,Viana de Montenegro,PB,Brasil,M,+55 71 0599 8741,32762588105@example.com.br,2025-12-25
c848d3a3-d103-4e50-9f5a-648ca4ad7f39,João Guilherme Novais,1962-09-22,980.410.647-57,39385-961,Sampaio,TO,Brasil,F,0300 144 2105,98041064757@example.com.br,2025-01-16
9713a3c4-8701-4ef7-a8e9-aacd6c5ffe2a,Sra. Marcela da Mata,1936-03-17,720.020.807-91,62643-323,Souza Alegre,AP,Brasil,F,+55 84 5285 1015,72002080791@example.com.br,2025-01-14
32dbc611-3f81-42df-af36-a52f0e1b3b9a,Augusto Oliveira,1944-04-11,263.208.341-73,49760017,Pimenta de Dias,MS,Brasil,M,+55 71 0826-9525,26320834173@example.com.br,2025-02-10
36567a84-a2aa-412c-8093-b8990b98eb65,Luiz Felipe Jesus,1995-02-22,056.994.755-22,51146651,Sousa Grande,DF,Brasil,F,(071) 0063 2315,05699475522@example.com.br,2025-10-12
756284b5-8198-4b64-a35f-7041b7cc411b,Eduarda Correia,1972-11-02,055.562.347-34,55638-904,Marques das Pedras,GO,Brasil,M,11 0216 1881,05556234734@example.com.br,2025-11-27
c6cccdc4-632d-41c1-bd39-cb0fe340b386,Alice Pires,1930-08-15,655.142.787-74,54358-686,Sousa,CE,Brasil,M,+55 81 2489-0443,65514278774@example.com.br,2026-04-16
1f533e8e-81e1-4f6e-837f-42dc1fa56701,Luigi Rodrigues,1991-05-22,225.848.375-94,62240486,Souza,RS,Brasil,F,+55 11 0517-5871,22584837594@example.com.br,2025-03-11
dbb841c1-a2f5-4e21-9002-47c80e09f0ec,Yuri Monteiro,1986-02-18,295.792.198-78,53880-824,Silva de Vasconcelos,PB,Brasil,F,+55 31 4111 4602,29579219878@example.com.br,2024-06-30
55d34246-0eb9-470b-93ed-6191306ca3de,Lara Ferreira,1927-12-11,537.576.214-58,64168-198,Borges de Goiás,MA,Brasil,F,+55 (021) 0022 1510,53757621458@example.com.br,2024-12-11
907a7556-b50a-4261-8e12-f5979ff06020,Arthur Gabriel Mendes,1973-02-05,468.581.741-17,62763351,Oliveira,MG,Brasil,F,+55 (041) 9186-3908,46858174117@example.com.br,2025-05-04
be7e5dc7-9e21-40dd-a4db-008a3e965b34,Dra. Clara Sales,1931-05-25,397.250.913-22,68622528,da Mata,RJ,Brasil,F,0900 196 0863,39725091322@example.com.br,2024-06-28
61aae118-1e10-4abf-b2c3-6dbf29df4727,Liam Campos,1955-09-25,196.595.642-49,01652666,Araújo de Goiás,TO,Brasil,F,41 2976-9858,19659564249@example.com.br,2024-09-17
5c21287d-f895-4c36-a26a-6a654c977341,Apollo da Rosa,1987-04-16,546.927.809-35,28418204,da Mata,AM,Brasil,F,31 9756-9537,54692780935@example.com.br,2025-04-23
1d2bfaa4-02f7-453b-acde-65de574ad1a5,Sra. Ana Cecília Azevedo,1999-06-21,488.986.535-95,59286-107,Freitas de Santos,PA,Brasil,M,(031) 4682-9158,48898653595@example.com.br,2024-10-06
8121d403-de7b-49fa-80e0-65ebb2ea2756,Lucca Freitas,1960-03-19,252.314.989-57,40079-618,Garcia de Goiás,MG,Brasil,M,11 4178 7689,25231498957@example.com.br,2024-12-31
